,sentences,narration_is_0_dialogue_is_1,sentence_length,all_pos_counts,parts_of_speech_total_count,POS_ADP_count,POS_DET_count,POS_ADJ_count,POS_CCONJ_count,POS_ADV_count,POS_NOUN_count,POS_PRON_count,POS_VERB_count,POS_PROPN_count,POS_PUNCT_count,POS_AUX_count,POS_NUM_count,POS_PART_count,POS_SCONJ_count,POS_INTJ_count,POS_X_count,POS_SYM_count,%POS_ADP_count,%POS_DET_count,%POS_ADJ_count,%POS_CCONJ_count,%POS_ADV_count,%POS_NOUN_count,%POS_PRON_count,%POS_VERB_count,%POS_PROPN_count,%POS_PUNCT_count,%POS_AUX_count,%POS_NUM_count,%POS_PART_count,%POS_SCONJ_count,%POS_INTJ_count,%POS_X_count,%POS_SYM_count
2366,"She drew it off the pillow, and took it to the window; there holding it out she looked fixedly at it, and became utterly lost in meditation: her gaze, which had at first actively settled on the hair, involuntarily dropped past its object by degrees and was lost on the floor, as the inner vision obscured the outer one.",1,59,"[['PRON', 10], ['VERB', 10], ['ADP', 10], ['DET', 6], ['NOUN', 9], ['PUNCT', 8], ['CCONJ', 3], ['ADV', 5], ['AUX', 2], ['SCONJ', 1], ['ADJ', 2], ['NUM', 1]]",67,10.0,6.0,2.0,3.0,5.0,9.0,10.0,10.0,0.0,8.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,14.925,8.955,2.985,4.478,7.463,13.433,14.925,14.925,0.0,11.94,2.985,1.493,0.0,1.493,0.0,0.0,0.0
2367,"She at length moistened her lips, returned her eyes to the hair, wound it round her fingers, put it in some paper, and secreted the whole in her pocket.",1,29,"[['PRON', 7], ['ADP', 4], ['NOUN', 8], ['VERB', 6], ['PUNCT', 5], ['DET', 3], ['CCONJ', 1]]",34,4.0,3.0,0.0,1.0,0.0,8.0,7.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.765,8.824,0.0,2.941,0.0,23.529,20.588,17.647,0.0,14.706,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2368,Mrs<prd> Crickett’s thoughts were with her work no more that morning.,1,11,"[['PROPN', 3], ['X', 2], ['PART', 1], ['NOUN', 3], ['AUX', 1], ['ADP', 1], ['PRON', 1], ['ADV', 2], ['DET', 1], ['PUNCT', 1]]",16,1.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,6.25,6.25,0.0,0.0,12.5,18.75,6.25,0.0,18.75,6.25,6.25,0.0,6.25,0.0,0.0,12.5,0.0
2369,"She searched the house from roof-tree to cellar, for some other trace of feminine existence or appurtenance; but none was to be found.",1,23,"[['PRON', 1], ['VERB', 3], ['DET', 2], ['NOUN', 7], ['ADP', 3], ['PUNCT', 4], ['PART', 2], ['ADJ', 2], ['CCONJ', 2], ['AUX', 2]]",28,3.0,2.0,2.0,2.0,0.0,7.0,1.0,3.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,10.714,7.143,7.143,7.143,0.0,25.0,3.571,10.714,0.0,14.286,7.143,0.0,7.143,0.0,0.0,0.0,0.0
2370,"She went out into the yard, coal-hole, stable, hay-loft, green-house, fowl-house, and piggery, and still there was no sign.",1,19,"[['PRON', 2], ['VERB', 2], ['ADP', 2], ['DET', 2], ['NOUN', 8], ['PUNCT', 12], ['ADJ', 2], ['PROPN', 2], ['CCONJ', 2], ['ADV', 1]]",35,2.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.714,5.714,5.714,5.714,2.857,22.857,5.714,5.714,5.714,34.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2371,"Coming in again, she saw a bonnet, eagerly pounced upon it; and found it to be her own.",1,18,"[['VERB', 4], ['ADP', 1], ['ADV', 2], ['PUNCT', 4], ['PRON', 4], ['DET', 1], ['NOUN', 1], ['SCONJ', 1], ['CCONJ', 1], ['PART', 1], ['AUX', 1], ['ADJ', 1]]",22,1.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.545,4.545,4.545,4.545,9.091,4.545,18.182,18.182,0.0,18.182,4.545,0.0,4.545,4.545,0.0,0.0,0.0
2372,"Hastily completing her arrangements in the other rooms, she entered the village again, and called at once on the postmistress, Elizabeth Leat, an intimate friend of hers, and a female who sported several unique diseases and afflictions.",1,37,"[['ADV', 3], ['VERB', 4], ['PRON', 3], ['NOUN', 9], ['ADP', 4], ['DET', 5], ['ADJ', 4], ['PUNCT', 6], ['CCONJ', 3], ['PROPN', 2]]",43,4.0,5.0,4.0,3.0,3.0,9.0,3.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.302,11.628,9.302,6.977,6.977,20.93,6.977,9.302,4.651,13.953,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2373,"Mrs<prd> Crickett unfolded the paper, took out the hair, and waved it on high before the perplexed eyes of Elizabeth, which immediately mooned and wandered after it like a cat’s.",1,30,"[['PROPN', 3], ['X', 2], ['NOUN', 6], ['VERB', 5], ['DET', 4], ['PUNCT', 4], ['ADP', 6], ['CCONJ', 2], ['PRON', 3], ['ADV', 2], ['ADJ', 1]]",38,6.0,4.0,1.0,2.0,2.0,6.0,3.0,5.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15.789,10.526,2.632,5.263,5.263,15.789,7.895,13.158,7.895,10.526,0.0,0.0,0.0,0.0,0.0,5.263,0.0
2374,"‘What is it?’ said Mrs<prd> Leat, contracting her eyelids, and stretching out towards the invisible object a narrow bony hand that would have been an unmitigated delight to the pencil of Carlo Crivelli.",1,33,"[['PUNCT', 6], ['PRON', 4], ['AUX', 4], ['VERB', 3], ['PROPN', 5], ['X', 2], ['NOUN', 6], ['CCONJ', 1], ['ADP', 4], ['DET', 4], ['ADJ', 3]]",42,4.0,4.0,3.0,1.0,0.0,6.0,4.0,3.0,5.0,6.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,9.524,9.524,7.143,2.381,0.0,14.286,9.524,7.143,11.905,14.286,9.524,0.0,0.0,0.0,0.0,4.762,0.0
2375,"‘You shall hear,’ said Mrs<prd> Crickett, complacently gathering up the treasure into her own fat hand; and the secret was then solemnly imparted, together with the accident of its discovery.",1,30,"[['PUNCT', 7], ['PRON', 3], ['AUX', 2], ['VERB', 4], ['PROPN', 3], ['X', 2], ['ADV', 4], ['ADP', 4], ['DET', 3], ['NOUN', 5], ['ADJ', 2], ['CCONJ', 1]]",40,4.0,3.0,2.0,1.0,4.0,5.0,3.0,4.0,3.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,7.5,5.0,2.5,10.0,12.5,7.5,10.0,7.5,17.5,5.0,0.0,0.0,0.0,0.0,5.0,0.0
2376,"A shaving-glass was taken down from a nail, laid on its back in the middle of a table by the window, and the hair spread carefully out upon it.",1,29,"[['DET', 6], ['NOUN', 8], ['PUNCT', 4], ['AUX', 1], ['VERB', 3], ['ADP', 6], ['PRON', 2], ['CCONJ', 1], ['ADV', 2], ['SCONJ', 1]]",34,6.0,6.0,0.0,1.0,2.0,8.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,17.647,17.647,0.0,2.941,5.882,23.529,5.882,8.824,0.0,11.765,2.941,0.0,0.0,2.941,0.0,0.0,0.0
2377,"The pair then bent over the table from opposite sides, their elbows on the edge, their hands supporting their heads, their foreheads nearly touching, and their eyes upon the hair.",1,30,"[['DET', 4], ['NOUN', 10], ['ADV', 2], ['VERB', 2], ['ADP', 3], ['ADJ', 2], ['PUNCT', 5], ['PRON', 5], ['CCONJ', 1], ['SCONJ', 1]]",35,3.0,4.0,2.0,1.0,2.0,10.0,5.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.571,11.429,5.714,2.857,5.714,28.571,14.286,5.714,0.0,14.286,0.0,0.0,0.0,2.857,0.0,0.0,0.0
2378,"‘He ha’ been mad a’ter my lady Cytherea,’ said Mrs<prd> Crickett, ‘and ‘tis my very belief the hair is -- ’ ‘No ‘tidn’.",1,23,"[['PUNCT', 13], ['PRON', 3], ['AUX', 3], ['ADJ', 1], ['ADP', 1], ['NOUN', 4], ['PROPN', 5], ['VERB', 1], ['X', 2], ['CCONJ', 1], ['ADV', 1], ['DET', 2]]",37,1.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,5.0,13.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.703,5.405,2.703,2.703,2.703,10.811,8.108,2.703,13.514,35.135,8.108,0.0,0.0,0.0,0.0,5.405,0.0
2379,"Hers idn’ so dark as that,’ said Elizabeth.",1,8,"[['PRON', 2], ['PROPN', 2], ['PUNCT', 4], ['ADV', 1], ['ADJ', 1], ['ADP', 1], ['VERB', 1]]",12,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,0.0,8.333,0.0,8.333,0.0,16.667,8.333,16.667,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2380,"‘Elizabeth, you know that as the faithful wife of a servant of the Church, I should be glad to think as you do about the girl.",1,26,"[['PUNCT', 4], ['PROPN', 2], ['PRON', 3], ['VERB', 3], ['SCONJ', 2], ['ADP', 4], ['DET', 4], ['ADJ', 2], ['NOUN', 3], ['AUX', 2], ['PART', 1]]",30,4.0,4.0,2.0,0.0,0.0,3.0,3.0,3.0,2.0,4.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,13.333,13.333,6.667,0.0,0.0,10.0,10.0,10.0,6.667,13.333,6.667,0.0,3.333,6.667,0.0,0.0,0.0
2381,"Mind I don’t wish to say anything against Miss Graye, but this I do say, that I believe her to be a nameless thing, and she’s no right to stick a moral clock in her face, and deceive the country in such a way.",1,44,"[['NOUN', 8], ['PRON', 8], ['AUX', 3], ['PART', 4], ['VERB', 7], ['ADP', 3], ['PROPN', 2], ['PUNCT', 5], ['CCONJ', 3], ['SCONJ', 1], ['DET', 5], ['INTJ', 1], ['ADJ', 1]]",51,3.0,5.0,1.0,3.0,0.0,8.0,8.0,7.0,2.0,5.0,3.0,0.0,4.0,1.0,1.0,0.0,0.0,5.882,9.804,1.961,5.882,0.0,15.686,15.686,13.725,3.922,9.804,5.882,0.0,7.843,1.961,1.961,0.0,0.0
2382,"If she wasn’t of a bad stock at the outset she was bad in the planten, and if she wasn’t bad in the planten, she was bad in the growen, and if not in the growen, she’s made bad by what she’s gone through since.’ ‘But I have another reason for knowing it idn’ hers,’ said Mrs<prd> Leat.",1,58,"[['SCONJ', 3], ['PRON', 9], ['AUX', 6], ['PART', 3], ['ADP', 9], ['DET', 7], ['ADJ', 5], ['NOUN', 8], ['PUNCT', 11], ['CCONJ', 3], ['VERB', 5], ['ADV', 1], ['PROPN', 4], ['X', 2]]",76,9.0,7.0,5.0,3.0,1.0,8.0,9.0,5.0,4.0,11.0,6.0,0.0,3.0,3.0,0.0,2.0,0.0,11.842,9.211,6.579,3.947,1.316,10.526,11.842,6.579,5.263,14.474,7.895,0.0,3.947,3.947,0.0,2.632,0.0
2383,‘Ah!,1,1,"[['PUNCT', 2], ['INTJ', 1]]",3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,0.0,0.0,0.0,0.0,33.333,0.0,0.0
2384,"I know whose it is then -- Miss Aldclyffe’s, upon my song!’ ‘’Tis the colour of hers, but I don’t believe it to be hers either.’ ‘Don’t you believe what they d’ say about her and him?’ ‘I say nothen about that; but you don’t know what I know about his letters.’ ‘What about ‘em?’ ‘He d’ post all his letters here except those for one person, and they he d’ take to Budmouth.",1,74,"[['PRON', 25], ['VERB', 12], ['DET', 3], ['AUX', 5], ['ADV', 4], ['PUNCT', 26], ['PROPN', 3], ['PART', 5], ['SCONJ', 2], ['NOUN', 5], ['ADP', 7], ['CCONJ', 4], ['X', 1], ['NUM', 1]]",103,7.0,3.0,0.0,4.0,4.0,5.0,25.0,12.0,3.0,26.0,5.0,1.0,5.0,2.0,0.0,1.0,0.0,6.796,2.913,0.0,3.883,3.883,4.854,24.272,11.65,2.913,25.243,4.854,0.971,4.854,1.942,0.0,0.971,0.0
2385,"My son is in Budmouth Post Office, as you know, and as he d’ sit at desk he can see over the blind of the window all the people who d’ post letters.",1,33,"[['PRON', 5], ['NOUN', 7], ['AUX', 2], ['ADP', 4], ['PROPN', 3], ['PUNCT', 5], ['SCONJ', 2], ['VERB', 4], ['CCONJ', 1], ['X', 1], ['DET', 4]]",38,4.0,4.0,0.0,1.0,0.0,7.0,5.0,4.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,10.526,10.526,0.0,2.632,0.0,18.421,13.158,10.526,7.895,13.158,5.263,0.0,0.0,5.263,0.0,2.632,0.0
2386,"Mr<prd> Manston d’ unvariably go there wi’ letters for that person; my boy d’ know ‘em by sight well enough now.’ ‘Is it a she?’ ‘’Tis a she.’ ‘What’s her name?’ ‘The little stunpoll of a fellow couldn’t call to mind more than that ‘tis Miss Somebody, of London.",1,49,"[['PROPN', 5], ['X', 3], ['NOUN', 11], ['PUNCT', 21], ['ADV', 6], ['VERB', 5], ['ADJ', 2], ['ADP', 6], ['DET', 5], ['PRON', 8], ['AUX', 2], ['PART', 1]]",75,6.0,5.0,2.0,0.0,6.0,11.0,8.0,5.0,5.0,21.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,8.0,6.667,2.667,0.0,8.0,14.667,10.667,6.667,6.667,28.0,2.667,0.0,1.333,0.0,0.0,4.0,0.0
2387,"However, that’s the woman who ha’ been here, depend upon’t -- a wicked one -- some poor street-wench escaped from Sodom, I warrant ye.’ ‘Only to find herself in Gomorrah, seemingly.’ ‘That may be.’ ‘No, no, Mrs<prd> Leat, this is clear to me.",1,43,"[['ADV', 4], ['PUNCT', 21], ['PRON', 7], ['VERB', 5], ['DET', 3], ['NOUN', 4], ['AUX', 5], ['ADJ', 4], ['ADP', 3], ['PROPN', 6], ['PART', 1], ['INTJ', 2], ['X', 1], ['SYM', 1]]",67,3.0,3.0,4.0,0.0,4.0,4.0,7.0,5.0,6.0,21.0,5.0,0.0,1.0,0.0,2.0,1.0,1.0,4.478,4.478,5.97,0.0,5.97,5.97,10.448,7.463,8.955,31.343,7.463,0.0,1.493,0.0,2.985,1.493,1.493
2388,‘Tis no miss who came here to see our steward last night -- whenever she came or wherever she vanished.,1,20,"[['PUNCT', 3], ['VERB', 5], ['DET', 1], ['NOUN', 3], ['PRON', 4], ['ADV', 1], ['PART', 1], ['ADJ', 1], ['SCONJ', 2], ['CCONJ', 1]]",22,0.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.545,4.545,4.545,4.545,13.636,18.182,22.727,0.0,13.636,0.0,0.0,4.545,9.091,0.0,0.0,0.0
2389,"Do you think he would ha’ let a miss get here how she could, go away how she would, without breakfast or help of any kind?’ Elizabeth shook her head -- Mrs<prd> Crickett looked at her solemnly.",1,37,"[['AUX', 5], ['PRON', 6], ['VERB', 6], ['PUNCT', 7], ['DET', 2], ['NOUN', 6], ['ADV', 3], ['SCONJ', 2], ['ADP', 3], ['CCONJ', 1], ['PROPN', 3], ['X', 2]]",46,3.0,2.0,0.0,1.0,3.0,6.0,6.0,6.0,3.0,7.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,6.522,4.348,0.0,2.174,6.522,13.043,13.043,13.043,6.522,15.217,10.87,0.0,0.0,4.348,0.0,4.348,0.0
2390,"‘I say I know she had no help of any kind; I know it was so, for the grate was quite cold when I touched it this morning with these fingers, and he was still in bed.",1,37,"[['PUNCT', 5], ['PRON', 8], ['VERB', 5], ['DET', 5], ['NOUN', 6], ['ADP', 3], ['AUX', 3], ['ADV', 3], ['SCONJ', 2], ['ADJ', 1], ['CCONJ', 1]]",42,3.0,5.0,1.0,1.0,3.0,6.0,8.0,5.0,0.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,7.143,11.905,2.381,2.381,7.143,14.286,19.048,11.905,0.0,11.905,7.143,0.0,0.0,4.762,0.0,0.0,0.0
2391,"No, he wouldn’t take the trouble to write letters to a girl and then treat her so off-hand as that.",1,20,"[['INTJ', 1], ['PUNCT', 3], ['PRON', 3], ['AUX', 1], ['PART', 2], ['VERB', 3], ['DET', 2], ['NOUN', 4], ['ADP', 3], ['CCONJ', 1], ['ADV', 2]]",25,3.0,2.0,0.0,1.0,2.0,4.0,3.0,3.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,12.0,8.0,0.0,4.0,8.0,16.0,12.0,12.0,0.0,12.0,4.0,0.0,8.0,0.0,4.0,0.0,0.0
2392,There’s a tie between ‘em stronger than feelen.,1,8,"[['PRON', 2], ['VERB', 2], ['DET', 1], ['NOUN', 1], ['ADP', 1], ['PUNCT', 2], ['ADJ', 1], ['SCONJ', 1]]",11,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.091,9.091,9.091,0.0,0.0,9.091,18.182,18.182,0.0,18.182,0.0,0.0,0.0,9.091,0.0,0.0,0.0
2393,She’s his wife.’ ‘He married!,1,5,"[['PRON', 3], ['VERB', 2], ['NOUN', 1], ['PUNCT', 4]]",10,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,20.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2394,"The Lord so ‘s, what shall we hear next?",1,9,"[['DET', 1], ['PROPN', 2], ['CCONJ', 1], ['PUNCT', 2], ['PRON', 2], ['AUX', 1], ['VERB', 1], ['ADV', 1]]",11,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,0.0,9.091,9.091,0.0,18.182,9.091,18.182,18.182,9.091,0.0,0.0,0.0,0.0,0.0,0.0
2395,Do he look married now?,1,5,"[['AUX', 1], ['PRON', 1], ['VERB', 1], ['ADJ', 1], ['ADV', 1], ['PUNCT', 1]]",6,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.667,0.0,16.667,0.0,16.667,16.667,0.0,16.667,16.667,0.0,0.0,0.0,0.0,0.0,0.0
2396,"His are not the abashed eyes and lips of a married man.’ ‘Perhaps she’s a tame one -- but she’s his wife still.’ ‘No, no: he’s not a married man.’ ‘Yes, yes, he is.",1,34,"[['PRON', 6], ['AUX', 2], ['PART', 2], ['DET', 4], ['VERB', 4], ['NOUN', 6], ['CCONJ', 2], ['ADP', 1], ['ADJ', 3], ['PUNCT', 15], ['ADV', 2], ['INTJ', 4]]",51,1.0,4.0,3.0,2.0,2.0,6.0,6.0,4.0,0.0,15.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,1.961,7.843,5.882,3.922,3.922,11.765,11.765,7.843,0.0,29.412,3.922,0.0,3.922,0.0,7.843,0.0,0.0
2397,"I’ve had three, and I ought to know.’ ‘Well, well,’ said Mrs<prd> Leat, giving way.",1,15,"[['PRON', 2], ['AUX', 2], ['VERB', 4], ['NUM', 1], ['PUNCT', 9], ['CCONJ', 1], ['PART', 1], ['INTJ', 2], ['PROPN', 3], ['X', 2], ['NOUN', 1]]",28,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,3.0,9.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.571,0.0,3.571,7.143,14.286,10.714,32.143,7.143,3.571,3.571,0.0,7.143,7.143,0.0
2398,"‘Whatever may be the truth on’t I trust Providence will settle it all for the best, as He always do.’ ‘Ay, ay, Elizabeth,’ rejoined Mrs<prd> Crickett with a satirical sigh, as she turned on her foot to go home, ‘good people like you may say so, but I have always found Providence a different sort of feller.’ 5.",1,58,"[['PUNCT', 17], ['PRON', 9], ['AUX', 5], ['DET', 4], ['NOUN', 6], ['VERB', 8], ['PROPN', 7], ['ADP', 5], ['ADJ', 4], ['SCONJ', 2], ['ADV', 4], ['INTJ', 1], ['X', 2], ['PART', 1], ['CCONJ', 1], ['NUM', 1]]",77,5.0,4.0,4.0,1.0,4.0,6.0,9.0,8.0,7.0,17.0,5.0,1.0,1.0,2.0,1.0,2.0,0.0,6.494,5.195,5.195,1.299,5.195,7.792,11.688,10.39,9.091,22.078,6.494,1.299,1.299,2.597,1.299,2.597,0.0
2399,"NOVEMBER THE TWENTIETH It was Miss Aldclyffe’s custom, a custom originated by her father, and nourished by her own exclusiveness, to unlock the post-bag herself every morning, instead of allowing the duty to devolve on the butler, as was the case in most of the neighbouring county families.",1,48,"[['PROPN', 3], ['DET', 8], ['NOUN', 14], ['PRON', 4], ['AUX', 2], ['PART', 3], ['PUNCT', 6], ['VERB', 5], ['ADP', 6], ['CCONJ', 1], ['ADJ', 3], ['ADV', 1], ['SCONJ', 1]]",57,6.0,8.0,3.0,1.0,1.0,14.0,4.0,5.0,3.0,6.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,10.526,14.035,5.263,1.754,1.754,24.561,7.018,8.772,5.263,10.526,3.509,0.0,5.263,1.754,0.0,0.0,0.0
2400,"The bag was brought upstairs each morning to her dressing-room, where she took out the contents, mostly in the presence of her maid and Cytherea, who had the entree of the chamber at all hours, and attended there in the morning at a kind of reception on a small scale, which was held by Miss Aldclyffe of her namesake only.",1,60,"[['DET', 10], ['NOUN', 15], ['AUX', 2], ['VERB', 5], ['ADV', 4], ['ADP', 12], ['PRON', 6], ['PUNCT', 7], ['SCONJ', 1], ['CCONJ', 2], ['PROPN', 3], ['ADJ', 1]]",68,12.0,10.0,1.0,2.0,4.0,15.0,6.0,5.0,3.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,17.647,14.706,1.471,2.941,5.882,22.059,8.824,7.353,4.412,10.294,2.941,0.0,0.0,1.471,0.0,0.0,0.0
2401,"Here she read her letters before the glass, whilst undergoing the operation of being brushed and dressed.",1,17,"[['ADV', 1], ['PRON', 2], ['VERB', 4], ['NOUN', 3], ['ADP', 2], ['DET', 2], ['PUNCT', 2], ['SCONJ', 1], ['AUX', 1], ['CCONJ', 1]]",19,2.0,2.0,0.0,1.0,1.0,3.0,2.0,4.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.526,10.526,0.0,5.263,5.263,15.789,10.526,21.053,0.0,10.526,5.263,0.0,0.0,5.263,0.0,0.0,0.0
2402,"‘What woman can this be, I wonder?’ she said on the morning succeeding that of the last section.",1,18,"[['PUNCT', 5], ['PRON', 5], ['NOUN', 3], ['AUX', 2], ['VERB', 3], ['ADP', 2], ['DET', 2], ['ADJ', 1]]",23,2.0,2.0,1.0,0.0,0.0,3.0,5.0,3.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.696,8.696,4.348,0.0,0.0,13.043,21.739,13.043,0.0,21.739,8.696,0.0,0.0,0.0,0.0,0.0,0.0
2403,"‘""London, N.!""",1,2,"[['PUNCT', 5], ['PROPN', 2]]",7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.571,71.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2404,"It is the first time in my life I ever had a letter from that outlandish place, the North side of London.’ Cytherea had just come into her presence to learn if there was anything for herself; and on being thus addressed, walked up to Miss Aldclyffe’s corner of the room to look at the curiosity which had raised such an exclamation.",0,62,"[['PRON', 8], ['AUX', 4], ['DET', 8], ['ADJ', 3], ['NOUN', 10], ['ADP', 10], ['ADV', 3], ['VERB', 8], ['PUNCT', 6], ['PROPN', 4], ['PART', 3], ['SCONJ', 1], ['CCONJ', 1]]",69,10.0,8.0,3.0,1.0,3.0,10.0,8.0,8.0,4.0,6.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,14.493,11.594,4.348,1.449,4.348,14.493,11.594,11.594,5.797,8.696,5.797,0.0,4.348,1.449,0.0,0.0,0.0
2405,"But the lady, having opened the envelope and read a few lines, put it quickly in her pocket, before Cytherea could reach her side.",0,24,"[['CCONJ', 2], ['DET', 3], ['NOUN', 5], ['PUNCT', 4], ['AUX', 2], ['VERB', 4], ['ADJ', 1], ['PRON', 3], ['ADV', 1], ['ADP', 1], ['SCONJ', 1], ['PROPN', 1]]",28,1.0,3.0,1.0,2.0,1.0,5.0,3.0,4.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.571,10.714,3.571,7.143,3.571,17.857,10.714,14.286,3.571,14.286,7.143,0.0,0.0,3.571,0.0,0.0,0.0
2406,"‘O, ‘tis nothing,’ she said.",0,5,"[['PUNCT', 6], ['INTJ', 1], ['NOUN', 1], ['PRON', 2], ['VERB', 1]]",11,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,18.182,9.091,0.0,54.545,0.0,0.0,0.0,0.0,9.091,0.0,0.0
2407,"She proceeded to make general remarks in a noticeably forced tone of sang-froid, from which she soon lapsed into silence.",0,20,"[['PRON', 3], ['VERB', 4], ['PART', 1], ['ADJ', 1], ['NOUN', 5], ['ADP', 4], ['DET', 1], ['ADV', 2], ['PUNCT', 3]]",24,4.0,1.0,1.0,0.0,2.0,5.0,3.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.667,4.167,4.167,0.0,8.333,20.833,12.5,16.667,0.0,12.5,0.0,0.0,4.167,0.0,0.0,0.0,0.0
2408,"Not another word was said about the letter: she seemed very anxious to get her dressing done, and the room cleared.",0,21,"[['PART', 2], ['DET', 3], ['NOUN', 4], ['AUX', 1], ['VERB', 5], ['ADP', 1], ['PUNCT', 3], ['PRON', 2], ['ADV', 1], ['ADJ', 1], ['CCONJ', 1]]",24,1.0,3.0,1.0,1.0,1.0,4.0,2.0,5.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.167,12.5,4.167,4.167,4.167,16.667,8.333,20.833,0.0,12.5,4.167,0.0,8.333,0.0,0.0,0.0,0.0
2409,"Thereupon Cytherea went away to the other window, and a few minutes later left the room to follow her own pursuits.",0,21,"[['ADV', 3], ['PROPN', 1], ['VERB', 3], ['ADP', 1], ['DET', 3], ['ADJ', 3], ['NOUN', 4], ['PUNCT', 2], ['CCONJ', 1], ['PART', 1], ['PRON', 1]]",23,1.0,3.0,3.0,1.0,3.0,4.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.348,13.043,13.043,4.348,13.043,17.391,4.348,13.043,4.348,8.696,0.0,0.0,4.348,0.0,0.0,0.0,0.0
